method,ARI,AMI,FMI,unlabeled_pctg,supervised,train_dataset,test_dataset,batch_effects_removed,assigned
seurat...64,NA,NA,NA,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,TRUE
tscan...65,NA,NA,NA,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,TRUE
sc3...66,NA,NA,NA,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,TRUE
seurat...67,0.3563672177705319,0.464600747912332,0.4578157577932732,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,FALSE
tscan...68,0.16966499220064613,0.228336472483441,0.34815024058038135,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,FALSE
sc3...69,0.38171268267040187,0.4770103018502263,0.4884099604619911,NA,FALSE,GSE96583_8_Ctrl_Pats,PBMC_AllCells_withLabels,TRUE,FALSE
seurat...70,0.3644384416797814,0.46003853185861654,0.500516952913925,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,NA
tscan...71,0.20290076755221997,0.280591994872841,0.3799995987452843,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,NA
sc3...72,0.4091904789470097,0.40398307598243116,0.5397856426938183,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,NA
seurat...73,NA,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,TRUE
tscan...74,NA,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,TRUE
sc3...75,NA,NA,NA,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,TRUE
seurat...76,0.3644384416797814,0.46003853185861654,0.500516952913925,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,FALSE
tscan...77,0.20290076755221997,0.280591994872841,0.3799995987452843,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,FALSE
sc3...78,0.4091904789470097,0.40398307598243116,0.5397856426938183,NA,FALSE,PBMC_AllCells_withLabels,GSE96583_8_Ctrl_Pats,TRUE,FALSE
